date,account,category,amount,currency,converted amount,currency,description
23/12/2025,Cash,Health,"-1,400",INR,"-1,400",INR,Preetha dental care2
23/12/2025,Cash,Wants,-550,INR,-550,INR,Extension chord
23/12/2025,Cash,Food,-20,INR,-20,INR,Hasi menas
24/12/2025,Cash,Bills,-100,INR,-100,INR,Netflix 
24/12/2025,Cash,Bills,-448,INR,-448,INR,Jio recharge mom
24/12/2025,Cash,Loan,448,INR,448,INR,Credit card loan
24/12/2025,Cash,Car,-30,INR,-30,INR,Bejal parking
24/12/2025,Cash,Gifts,-60,INR,-60,INR,Madhur
24/12/2025,Cash,Car,-500,INR,-500,INR,Petrol 
24/12/2025,Cash,Salary,"2,400",INR,"2,400",INR,Kpit allowance
25/12/2025,Cash,Car,"-7,600",INR,"-7,600",INR,Car emi
25/12/2025,Cash,Thota work,-600,INR,-600,INR,Pipe items
25/12/2025,Cash,Health,-250,INR,-250,INR,Back consultation 
25/12/2025,Cash,Clothes,-350,INR,-350,INR,Chappal 
25/12/2025,Cash,Health,-260,INR,-260,INR,Medicine 
25/12/2025,Cash,Car,"-1,000",INR,"-1,000",INR,Petrol
25/12/2025,Cash,Salary,"78,064",INR,"78,064",INR,December salary
25/12/2025,Cash,Eating out,-100,INR,-100,INR,Blueberry ice cream maheveer
25/12/2025,Cash,Eating out,-110,INR,-110,INR,Grilled chutney cheese sandwich 
25/12/2025,Cash,Food,-190,INR,-190,INR,Enne hurli
25/12/2025,Cash,Food,-50,INR,-50,INR,Vegetable 
25/12/2025,Cash,Gifts,-100,INR,-100,INR,Gift vasuki 
26/12/2025,Cash,Agri selling,"2,092",INR,"2,092",INR,Selling adake
26/12/2025,Cash,Eating out,-35,INR,-35,INR,Choclate
26/12/2025,Cash,Parents Travel,-232,INR,-232,INR,Parents travel
27/12/2025,Cash,Native trip,-499,INR,-499,INR,Bangalore to Coimbatore
27/12/2025,Cash,Gifts,"-4,000",INR,"-4,000",INR,Trikala pooje 
27/12/2025,Cash,Cashback,"2,000",INR,"2,000",INR,Ashwin Anna help payback
27/12/2025,Cash,Eating out,-100,INR,-100,INR,Snacks
27/12/2025,Cash,Eating out,-70,INR,-70,INR,Snacks
28/12/2025,Cash,Native trip,"-1,314",INR,"-1,314",INR,Coimbatore to Bangalore 
28/12/2025,Cash,Gifts,-300,INR,-300,INR,Flowers
29/12/2025,Cash,Gifts,-601,INR,-601,INR,Prans gift
29/12/2025,Cash,Car,"-2,838",INR,"-2,838",INR,Petrol
29/12/2025,Cash,Car,-30,INR,-30,INR,Parking
29/12/2025,Cash,Car,-30,INR,-30,INR,Parking
30/12/2025,Cash,Clothes,-30,INR,-30,INR,Fancy 
30/12/2025,Cash,Thota work,"-3,350",INR,"-3,350",INR,"Seeds,mgso4 10kg,npk 75kg, extra"
30/12/2025,Cash,Thota work,-80,INR,-80,INR,Distilled water
30/12/2025,Cash,Food,"-1,298",INR,"-1,298",INR,Gorccery
30/12/2025,Cash,Gift,"5,000",INR,"5,000",INR,Suresh dodappa Parvati dodamma sanmana goft
30/12/2025,Cash,Health,-96,INR,-96,INR,Medicine 
30/12/2025,Cash,Gift,"5,000",INR,"5,000",INR,Sanmana Dodappa dodamma gift 5k.
31/12/2025,Cash,Food,-216,INR,-216,INR,Vegetables
31/12/2025,Cash,Food,-238,INR,-238,INR,Kaju and godambi
31/12/2025,Cash,Eating out,-30,INR,-30,INR,Chats
01/01/2026,Cash,House,"-14,000",INR,"-14,000",INR,January rent 
01/01/2026,Cash,Gifts,-240,INR,-240,INR,Krishna dhyan mandir
02/01/2026,Cash,Bills,-529,INR,-529,INR,Wifi vorkady recharge
02/01/2026,Cash,Loan,529,INR,529,INR,Credit card loan
02/01/2026,Cash,Parents groccery,-367,INR,-367,INR,Parents Groccery
02/01/2026,Cash,Parents groccery,-200,INR,-200,INR,Vegetables
02/01/2026,Cash,Dad's expenses,-280,INR,-280,INR,Aadhar
02/01/2026,Cash,Taxi,-220,INR,-220,INR,Auto
02/01/2026,Cash,Transport,-98,INR,-98,INR,Hosangadi mangalore
02/01/2026,Cash,Astro,500,INR,500,INR,Sanjay S consultation 
03/01/2026,Cash,Parents groccery,"-2,028",INR,"-2,028",INR,Milk
03/01/2026,Cash,Food,-35,INR,-35,INR,Milk 
03/01/2026,Cash,Food,-342,INR,-342,INR,Groccery
03/01/2026,Cash,Food,-165,INR,-165,INR,Bread and snacks
03/01/2026,Cash,Food,-78,INR,-78,INR,Milk n lassi
03/01/2026,Cash,Food,-50,INR,-50,INR,Bele
03/01/2026,Cash,Eating out,-50,INR,-50,INR,2 badam milk
03/01/2026,Cash,Food,-25,INR,-25,INR,Corn
04/01/2026,Cash,Eating out,-136,INR,-136,INR,Breakfast + coffee  
04/01/2026,Cash,Eating out,-30,INR,-30,INR,Tea
04/01/2026,Cash,Eating out,-80,INR,-80,INR,2 Masala puri
04/01/2026,Cash,Bills,-799,INR,-799,INR,Dad 3 month jio recharge 
05/01/2026,Cash,Bills,-589,INR,-589,INR,Bsnl landline bill 
05/01/2026,Cash,Transport,-24,INR,-24,INR,Bus
05/01/2026,Cash,Transport,-500,INR,-500,INR,Metro recharge
05/01/2026,Cash,Food,-24,INR,-24,INR,Milk
07/01/2026,Cash,Transport,-12,INR,-12,INR,Bus
07/01/2026,Cash,Agri selling,496,INR,496,INR,Selling adake
07/01/2026,Cash,Transport,-6,INR,-6,INR,Bus
07/01/2026,Cash,Car,-200,INR,-200,INR,Petrol
07/01/2026,Cash,Food,-2.5,INR,-2.5,INR,Ele
07/01/2026,Cash,Food,-10,INR,-10,INR,Carrot 
07/01/2026,Cash,Food,-20,INR,-20,INR,Mente soppu
07/01/2026,Cash,Gifts,-70,INR,-70,INR,Hesru bele
07/01/2026,Cash,Food,-15,INR,-15,INR,Sauce
08/01/2026,Cash,Native trip,-499,INR,-499,INR,Dad amru engagement trip
08/01/2026,Cash,Parents Travel,-791,INR,-791,INR,Dad travel
08/01/2026,Cash,Parents groccery,-310,INR,-310,INR,Groccery
08/01/2026,Cash,Parents groccery,"-2,028",INR,"-2,028",INR,Milk
08/01/2026,Cash,Parents groccery,-270,INR,-270,INR,Eatery
08/01/2026,Cash,Parents kaanike,-380,INR,-380,INR,Kaanike
08/01/2026,Cash,Parents groccery,"-1,263",INR,"-1,263",INR,Gas and misc
08/01/2026,Cash,Native trip,-558,INR,-558,INR,Native trip shradha
08/01/2026,Cash,Loan,558,INR,558,INR,Credit card loan
08/01/2026,Cash,Transport,-6,INR,-6,INR,Bus
08/01/2026,Cash,Transport,-6,INR,-6,INR,Bus
08/01/2026,Cash,Food,-24,INR,-24,INR,Milk
09/01/2026,Cash,Cashback,439,INR,439,INR,Bangalore to Coimbatore ticket refund 
09/01/2026,Cash,Native trip,-750,INR,-750,INR,Bangalore to Coimbatore ticket booking 
09/01/2026,Cash,Loan,750,INR,750,INR,Credit card loan
09/01/2026,Cash,Food,-12,INR,-12,INR,Coffee packet
09/01/2026,Cash,Astro,500,INR,500,INR,Astro Consultation 
09/01/2026,Cash,Eating out,-25,INR,-25,INR,Tea 
09/01/2026,Cash,Eating out,-35,INR,-35,INR,Masala puri 
09/01/2026,Cash,Eating out,-210,INR,-210,INR,Belgium waffles
09/01/2026,Cash,Food,-15,INR,-15,INR,Butter milk
09/01/2026,Cash,Bills,"-1,814",INR,"-1,814",INR,Agri current bill and Vorkady house bill
10/01/2026,Cash,Home loan Emi,"-21,028",INR,"-21,028",INR,Home loan emi 
10/01/2026,Cash,Home loan Emi,"-12,494",INR,"-12,494",INR,Home loan top up emi
10/01/2026,Cash,Eating out,-40,INR,-40,INR,Sabkki idli
10/01/2026,Cash,Cashback,"1,265",INR,"1,265",INR,Fd interest 
10/01/2026,Cash,Food,-65,INR,-65,INR,Vegetables
10/01/2026,Cash,Gifts,-255,INR,-255,INR,Sankranti dhana
10/01/2026,Cash,Food,-38,INR,-38,INR,Maggie
10/01/2026,Cash,Transport,-100,INR,-100,INR,Shantinagar bus stop
11/01/2026,Cash,Bills,"-15,857",INR,"-15,857",INR,Credit card bill payment
11/01/2026,Cash,Eating out,-50,INR,-50,INR,Sweet corn
12/01/2026,Cash,Native trip,-372,INR,-372,INR,Maj to cbe
12/01/2026,Cash,Bills,-450,INR,-450,INR,Water bill
12/01/2026,Cash,Eating out,-121,INR,-121,INR,Chaats
13/01/2026,Cash,Eating out,-240,INR,-240,INR,Ice cream
14/01/2026,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic investment
14/01/2026,Cash,Eating out,-105,INR,-105,INR,Snacks
14/01/2026,Cash,Gifts,-100,INR,-100,INR,Sankranti dhan
14/01/2026,Cash,Bills,-113,INR,-113,INR,Electric bill
15/01/2026,Cash,Gifts,-700,INR,-700,INR,Tambila Karanth 
15/01/2026,Cash,Thota work,"-1,200",INR,"-1,200",INR,Coolie devappa 2 days
16/01/2026,Cash,Eating out,-160,INR,-160,INR,Ice cream
17/01/2026,Cash,Car,-700,INR,-700,INR,Petrol
17/01/2026,Cash,Entertainment,-75,INR,-75,INR,Snake park
17/01/2026,Cash,Eating out,-150,INR,-150,INR,Elneer
17/01/2026,Cash,Eating out,-70,INR,-70,INR,Buttermilk and stuff
17/01/2026,Cash,Eating out,-75,INR,-75,INR,Kabbu juice
17/01/2026,Cash,Eating out,-58,INR,-58,INR,2 tea
18/01/2026,Cash,Transport,-60,INR,-60,INR,Buggy
18/01/2026,Cash,Taxi,-73,INR,-73,INR,Auto
18/01/2026,Cash,Eating out,-190,INR,-190,INR,Meals for 2
18/01/2026,Cash,Toiletry,-14,INR,-14,INR,Blade
18/01/2026,Cash,Eating out,-55,INR,-55,INR,Soup and sprouts masala 
18/01/2026,Cash,Eating out,-30,INR,-30,INR,Corn
18/01/2026,Cash,Food,-40,INR,-40,INR,Fruits chill
18/01/2026,Cash,Food,-30,INR,-30,INR,Vim
19/01/2026,Cash,Transport,-500,INR,-500,INR,Metro recharge
19/01/2026,Cash,Eating out,-85,INR,-85,INR,2 Tea 2 masala Puri 
19/01/2026,Cash,Food,-56,INR,-56,INR,Milk lassi
19/01/2026,Cash,Food,-26,INR,-26,INR,Paneer
20/01/2026,Cash,Investment,"-50,000",INR,"-50,000",INR,Gold and silver investment 
20/01/2026,Cash,Transport,-6,INR,-6,INR,Bus
20/01/2026,Cash,Food,-245,INR,-245,INR,Bakery 
20/01/2026,Cash,Salary,"1,600",INR,"1,600",INR,Kpit allowance
20/01/2026,Cash,Food,-48,INR,-48,INR,Butter milk n curd
21/01/2026,Cash,Eating out,-100,INR,-100,INR,Breakfast 
21/01/2026,Cash,Food,-24,INR,-24,INR,Milk
21/01/2026,Cash,Gifts,-65,INR,-65,INR,Hesru bele
21/01/2026,Cash,Eating out,-140,INR,-140,INR,Tea sweetcorn 
21/01/2026,Cash,Food,-10,INR,-10,INR,Pudina
21/01/2026,Cash,Food,-35,INR,-35,INR,Vegetable 
22/01/2026,Cash,Gifts,-200,INR,-200,INR,Maaripooje
22/01/2026,Cash,Unexpected,-250,INR,-250,INR,Keb
22/01/2026,Cash,Health,-385,INR,-385,INR,Health Insurance
22/01/2026,Cash,Loan,385,INR,385,INR,Credit card loan
22/01/2026,Cash,Transport,-6,INR,-6,INR,Bus
22/01/2026,Cash,Eating out,-20,INR,-20,INR,2 tea
22/01/2026,Cash,Selling,"4,041",INR,"4,041",INR,Zerodha silver gold profit 
22/01/2026,Cash,Food,-348,INR,-348,INR,Grocery 
22/01/2026,Cash,Food,-263,INR,-263,INR,Cashew
22/01/2026,Cash,Food,-24,INR,-24,INR,Milk
23/01/2026,Cash,Selling,"59,658.92",INR,"59,658.92",INR,Sold all etf gold silver.
23/01/2026,Cash,Food,-82,INR,-82,INR,Milk lassi curd
23/01/2026,Cash,Food,-49,INR,-49,INR,Rava
23/01/2026,Cash,Eating out,-65,INR,-65,INR,Pani Puri 
24/01/2026,Cash,Food,-110,INR,-110,INR,Veggies
24/01/2026,Cash,Dad's expenses,-59,INR,-59,INR,Google drive dad
24/01/2026,Cash,Loan,59,INR,59,INR,Credit card loan
24/01/2026,Cash,Food,-32,INR,-32,INR,Mango lassi
25/01/2026,Cash,Car,"-7,600",INR,"-7,600",INR,Car emi
25/01/2026,Cash,Eating out,-166,INR,-166,INR,Breakfast 
25/01/2026,Cash,Food,-84,INR,-84,INR,Milk curd lassi
25/01/2026,Cash,Selling,"1,000",INR,"1,000",INR,Selling keyboard
25/01/2026,Cash,Eating out,-54,INR,-54,INR,Ice cream
25/01/2026,Cash,Selling,85,INR,85,INR,Selling old books
25/01/2026,Cash,Food,-25,INR,-25,INR,Milk
26/01/2026,Cash,Selling,280,INR,280,INR,Selling old books
26/01/2026,Cash,Eating out,-320,INR,-320,INR,Lunch
26/01/2026,Cash,Clothes,-250,INR,-250,INR,Pree dress
26/01/2026,Cash,Food,-168,INR,-168,INR,Vegetables frutis
26/01/2026,Cash,Astro,"1,000",INR,"1,000",INR,Astro Consultation 
27/01/2026,Cash,Eating out,-60,INR,-60,INR,Masala dose
27/01/2026,Cash,Eating out,-56,INR,-56,INR,Puff coffe
28/01/2026,Cash,Gifts,-30,INR,-30,INR,Hesru bele dhana
28/01/2026,Cash,Car,-250,INR,-250,INR,Petrol
28/01/2026,Cash,Gifts,-100,INR,-100,INR,Dhana
28/01/2026,Cash,Transport,-500,INR,-500,INR,Metro recharge
28/01/2026,Cash,Transport,-6,INR,-6,INR,Bus
28/01/2026,Cash,Transport,-6,INR,-6,INR,Bus
28/01/2026,Cash,Eating out,-150,INR,-150,INR,Sweet chat
29/01/2026,Cash,Eating out,-36,INR,-36,INR,2 Coffee 
29/01/2026,Cash,Transport,-6,INR,-6,INR,Bus
29/01/2026,Cash,Bills,-100,INR,-100,INR,Netflix 
29/01/2026,Cash,Food,-823,INR,-823,INR,Grocery 
29/01/2026,Cash,Food,-28,INR,-28,INR,Lassi
29/01/2026,Cash,Bills,"-2,249",INR,"-2,249",INR,Dad vodaphone yearly recharge plan 2249 for 365 to save money 17% cheaper than 179 for 24days
30/01/2026,Cash,Transport,-6,INR,-6,INR,Bus
30/01/2026,Cash,Transport,-6,INR,-6,INR,Bus
30/01/2026,Cash,Salary,"78,114",INR,"78,114",INR,Kpit salary January .
30/01/2026,Cash,Transport,-120,INR,-120,INR,Metro 2 ticket
30/01/2026,Cash,Taxi,-59,INR,-59,INR,Auto
31/01/2026,Cash,Home loan Emi,"-94,000",INR,"-94,000",INR,Home loan top up emi extra
31/01/2026,Cash,Parents Travel,-495,INR,-495,INR,Dad travel 
31/01/2026,Cash,Parents groccery,-70,INR,-70,INR,Misc
31/01/2026,Cash,Agri selling,"7,500",INR,"7,500",INR,Selling arecanut 
31/01/2026,Cash,Unexpected,-550,INR,-550,INR,Main switch 
31/01/2026,Cash,Parents Travel,-120,INR,-120,INR,Travel 
31/01/2026,Cash,Parents groccery,"-1,268",INR,"-1,268",INR,Groccery
31/01/2026,Cash,Gifts,-400,INR,-400,INR,Flowers for trikala pooje
31/01/2026,Cash,Thota work,-790,INR,-790,INR,Pipe items
31/01/2026,Cash,Transport,-120,INR,-120,INR,Metro recharge
31/01/2026,Cash,Food,-38,INR,-38,INR,Vegetable 
31/01/2026,Cash,Food,-32,INR,-32,INR,Lassi
01/02/2026,Cash,Bills,-529,INR,-529,INR,Kerala vision bill
01/02/2026,Cash,House,"-14,000",INR,"-14,000",INR,13k rent plus 1k maid
01/02/2026,Cash,Eating out,-24,INR,-24,INR,2 Coffee
01/02/2026,Cash,Health,"-2,725.95",INR,"-2,725.95",INR,Parents health insurance 
01/02/2026,Cash,Loan,"2,725.95",INR,"2,725.95",INR,Credit card loan
01/02/2026,Cash,Food,-92,INR,-92,INR,Lassi 4 curd half.
01/02/2026,Cash,Food,-20,INR,-20,INR,Menthe soppu
01/02/2026,Cash,Eating out,-70,INR,-70,INR,2 Coffee n cookie
01/02/2026,Cash,Astro,500,INR,500,INR,Surya Prakash consultation 
02/02/2026,Cash,Eating out,-36,INR,-36,INR,2 coffee
02/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
02/02/2026,Cash,Eating out,-15,INR,-15,INR,Tea
02/02/2026,Cash,Food,-898,INR,-898,INR,Milk
02/02/2026,Cash,Eating out,-150,INR,-150,INR,Benne masala and set
03/02/2026,Cash,Transport,-500,INR,-500,INR,Metro recharge
03/02/2026,Cash,Eating out,-136,INR,-136,INR,Breakfast + coffee  
03/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
03/02/2026,Cash,Eating out,-50,INR,-50,INR,Lunch
03/02/2026,Cash,Eating out,-9,INR,-9,INR,Frooti
03/02/2026,Cash,Health,-100,INR,-100,INR,Ashikarista
03/02/2026,Cash,Eating out,-198,INR,-198,INR,Dinner
03/02/2026,Cash,Transport,-36,INR,-36,INR,Bus to station 
04/02/2026,Cash,Taxi,-50,INR,-50,INR,Auto
04/02/2026,Cash,Native trip,"-2,128.75",INR,"-2,128.75",INR,Coimbatore to Bangalore 
04/02/2026,Cash,Bills,-588,INR,-588,INR,Bsnl landline bill 
04/02/2026,Cash,Bills,"-1,999",INR,"-1,999",INR,1999 bsnl yearly 1.5 gb per day plan recharged for cost cutting or efficiency 
05/02/2026,Cash,Gifts,"-2,500",INR,"-2,500",INR,Shradha expenses
05/02/2026,Cash,Bills,"-1,748",INR,"-1,748",INR,Jio yearly voice only plan for cost cutting 
05/02/2026,Cash,Unexpected,-150,INR,-150,INR,Mixy repair
05/02/2026,Cash,Eating out,-120,INR,-120,INR,Ice cream
05/02/2026,Cash,Parents groccery,-140,INR,-140,INR,Deepada enne
05/02/2026,Cash,Food,-40,INR,-40,INR,Toothpaste
05/02/2026,Cash,Health,-15,INR,-15,INR,Aceclofena
05/02/2026,Cash,Food,-200,INR,-200,INR,Cat pedigree 
05/02/2026,Cash,Food,-135,INR,-135,INR,Vegetable 
05/02/2026,Cash,Food,-550,INR,-550,INR,10 kg store akki 5kg apple
05/02/2026,Cash,Bills,-194,INR,-194,INR,Water bill
06/02/2026,Cash,Eating out,-20,INR,-20,INR,Snacks
06/02/2026,Cash,Clothes,-421,INR,-421,INR,Preetha surprise dress
06/02/2026,Cash,Clothes,"-1,680",INR,"-1,680",INR,Preetha silver ring
06/02/2026,Cash,Gifts,-80,INR,-80,INR,Hatti 0.2kg
06/02/2026,Cash,Food,-220,INR,-220,INR,Vegetables
06/02/2026,Cash,Agri selling,20,INR,20,INR,Coppara
06/02/2026,Cash,Car,-40,INR,-40,INR,Tyre gaali
06/02/2026,Cash,Food,-30,INR,-30,INR,Soppu
07/02/2026,Cash,Taxi,-230,INR,-230,INR,Auto
07/02/2026,Cash,Transport,-96,INR,-96,INR,Bus
07/02/2026,Cash,Eating out,-70,INR,-70,INR,Badam milk maza
07/02/2026,Cash,Food,-170,INR,-170,INR,Vegetable 
08/02/2026,Cash,Car,-200,INR,-200,INR,Petrol
08/02/2026,Cash,Eating out,-70,INR,-70,INR,Chats
09/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
09/02/2026,Cash,Eating out,-156,INR,-156,INR,Breakfast + coffee  
09/02/2026,Cash,Native trip,"-1,298",INR,"-1,298",INR,Bangalore to Coimbatore
09/02/2026,Cash,Transport,-24,INR,-24,INR,Bus from majestic
09/02/2026,Cash,Eating out,-20,INR,-20,INR,Butter milk
09/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
09/02/2026,Cash,Native trip,-589,INR,-589,INR,Ugadi bangalore coimbatore 
10/02/2026,Cash,Eating out,-25,INR,-25,INR,Coffee
10/02/2026,Cash,Home loan Emi,"-21,028",INR,"-21,028",INR,Home loan emi 
10/02/2026,Cash,Home loan Emi,"-11,678",INR,"-11,678",INR,Home loan top up emi
10/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
10/02/2026,Cash,Food,-481,INR,-481,INR,Groccery
10/02/2026,Cash,Bills,-39,INR,-39,INR,Data pack add on
11/02/2026,Cash,Eating out,-36,INR,-36,INR,Coffee
11/02/2026,Cash,Eating out,-20,INR,-20,INR,Fanta
11/02/2026,Cash,Transport,-12,INR,-12,INR,Bus
11/02/2026,Cash,Transport,-500,INR,-500,INR,Metro recharge
11/02/2026,Cash,Gifts,-66,INR,-66,INR,Bella
12/02/2026,Cash,Eating out,-176,INR,-176,INR,Breakfast + coffee  
12/02/2026,Cash,Eating out,-25,INR,-25,INR,Lassi
12/02/2026,Cash,Transport,-12,INR,-12,INR,Bus
12/02/2026,Cash,Food,-65,INR,-65,INR,Vegetable 
12/02/2026,Cash,Food,-52,INR,-52,INR,Milk curd
13/02/2026,Cash,Eating out,-70,INR,-70,INR,Idlli
13/02/2026,Cash,Gifts,-100,INR,-100,INR,Sankranti dhan
13/02/2026,Cash,Food,-128,INR,-128,INR,Ice cream butter milk
13/02/2026,Cash,Eating out,-50,INR,-50,INR,Coffee
13/02/2026,Cash,Eating out,-55,INR,-55,INR,Soup and sprouts masla
13/02/2026,Cash,Eating out,-35,INR,-35,INR,Half gobi
13/02/2026,Cash,Eating out,-40,INR,-40,INR,Akki roti 
13/02/2026,Cash,Astro,500,INR,500,INR,Astro Consultation sanidhya
14/02/2026,Cash,Food,-56,INR,-56,INR,Milk lassi 2
14/02/2026,Cash,Car,-250,INR,-250,INR,Petrol 
14/02/2026,Cash,Eating out,-12,INR,-12,INR,Coffee
14/02/2026,Cash,Eating out,-200,INR,-200,INR,Rabdi basundi
14/02/2026,Cash,Eating out,-90,INR,-90,INR,Rava masala dosa
14/02/2026,Cash,Eating out,-40,INR,-40,INR,Lemon tea
15/02/2026,Cash,Bills,-159,INR,-159,INR,Electric bill
15/02/2026,Cash,Eating out,-55,INR,-55,INR,Sprouts soup masla
15/02/2026,Cash,Eating out,-110,INR,-110,INR,Breakfast + coffee  
15/02/2026,Cash,Cashback,398,INR,398,INR,Myntra return 
15/02/2026,Cash,Eating out,-36,INR,-36,INR,2 coffee
15/02/2026,Cash,Clothes,-450,INR,-450,INR,Track pant for me n preetha
15/02/2026,Cash,Clothes,"-2,200",INR,"-2,200",INR,Valentine Dress
15/02/2026,Cash,Eating out,-79,INR,-79,INR,Ginger coffee samosa
15/02/2026,Cash,Food,-93,INR,-93,INR,Vegetable 
16/02/2026,Cash,Health,-10,INR,-10,INR,Vicks
16/02/2026,Cash,Parents Travel,-550,INR,-550,INR,Dad travel shritadi
16/02/2026,Cash,Parents groccery,-595,INR,-595,INR,Parents Groccery
16/02/2026,Cash,Parents groccery,-100,INR,-100,INR,Vegetable 
16/02/2026,Cash,Parents groccery,"-2,008",INR,"-2,008",INR,Milk plus snacks 
16/02/2026,Cash,Parents kaanike,-130,INR,-130,INR,Kaanike
16/02/2026,Cash,Unexpected,"-1,800",INR,"-1,800",INR,Borewell repair 
16/02/2026,Cash,Thota work,-565,INR,-565,INR,Pipe itemsand totha work
16/02/2026,Cash,Thota work,-500,INR,-500,INR,Coolie
16/02/2026,Cash,Food,-140,INR,-140,INR,Snacks 
16/02/2026,Cash,Food,-490,INR,-490,INR,Groccery
16/02/2026,Cash,Health,-83,INR,-83,INR,Balm lozenge
16/02/2026,Cash,Parents Travel,-120,INR,-120,INR,Travel
16/02/2026,Cash,Food,-260,INR,-260,INR,Groccery
16/02/2026,Cash,Thota work,"-1,650",INR,"-1,650",INR,Arecanut plucking 
16/02/2026,Cash,Food,-942,INR,-942,INR,Gas cylinder 
16/02/2026,Cash,Food,-25,INR,-25,INR,Milk
17/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
17/02/2026,Cash,Eating out,-25,INR,-25,INR,Lassi
17/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
17/02/2026,Cash,Eating out,-40,INR,-40,INR,Masala Puri 
17/02/2026,Cash,Food,-54,INR,-54,INR,Milk curd
18/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
18/02/2026,Cash,Eating out,-25,INR,-25,INR,Lassi
18/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
18/02/2026,Cash,Transport,-100,INR,-100,INR,Metro recharge
18/02/2026,Cash,Gifts,-55,INR,-55,INR,Hesru dhana
18/02/2026,Cash,Eating out,-40,INR,-40,INR,Coffee
18/02/2026,Cash,Eating out,-35,INR,-35,INR,Masala Puri 
18/02/2026,Cash,Health,-33,INR,-33,INR,Strepsils
19/02/2026,Cash,Food,-20,INR,-20,INR,Rasam
19/02/2026,Cash,Food,-30,INR,-30,INR,Lassi
19/02/2026,Cash,Food,-15,INR,-15,INR,Chips
19/02/2026,Cash,Eating out,-80,INR,-80,INR,Chats
19/02/2026,Cash,Transport,-40,INR,-40,INR,Bus
20/02/2026,Cash,Eating out,-184,INR,-184,INR,Snacks
20/02/2026,Cash,Salary,"3,000",INR,"3,000",INR,Kpit allowance january
22/02/2026,Cash,Astro,500,INR,500,INR,Nivedita astro
22/02/2026,Cash,Health,-385,INR,-385,INR,Health Insurance
22/02/2026,Cash,Loan,385,INR,385,INR,Health Insurance
22/02/2026,Cash,Taxi,-68.11,INR,-68.11,INR,Uber
22/02/2026,Cash,Eating out,-240,INR,-240,INR,Meals for 3
22/02/2026,Cash,Food,-106,INR,-106,INR,Milk curd 2 lassi
22/02/2026,Cash,Food,-506,INR,-506,INR,Groccery
22/02/2026,Cash,Toiletry,-145,INR,-145,INR,Bathroom stuff
23/02/2026,Cash,Transport,-500,INR,-500,INR,Metro recharge
23/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
23/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
23/02/2026,Cash,Eating out,-36,INR,-36,INR,2 coffee
23/02/2026,Cash,Food,-90,INR,-90,INR,Vegetable 
23/02/2026,Cash,Food,-104,INR,-104,INR,Milk n curd
24/02/2026,Cash,Eating out,-25,INR,-25,INR,Lassi
24/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
24/02/2026,Cash,Bills,-59,INR,-59,INR,Dad Google drive I think
24/02/2026,Cash,Loan,59,INR,59,INR,Credit card loan
24/02/2026,Cash,Eating out,-155,INR,-155,INR,Ice cream
24/02/2026,Cash,Food,-70,INR,-70,INR,Vegetable 
24/02/2026,Cash,Eating out,-30,INR,-30,INR,Sweet corn
25/02/2026,Cash,Gifts,-50,INR,-50,INR,Dhana
25/02/2026,Cash,Eating out,-12,INR,-12,INR,Coffee
25/02/2026,Cash,Car,"-7,600",INR,"-7,600",INR,Car emi
25/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
25/02/2026,Cash,Eating out,-25,INR,-25,INR,Lassi
25/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
25/02/2026,Cash,Eating out,-50,INR,-50,INR,Nippat masala
25/02/2026,Cash,Eating out,-40,INR,-40,INR,Masla puri
25/02/2026,Cash,Eating out,-40,INR,-40,INR,2 Coffee
25/02/2026,Cash,Car,-250,INR,-250,INR,Petrol
26/02/2026,Cash,Eating out,-68,INR,-68,INR,Breakfast + coffee  
26/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
26/02/2026,Cash,Eating out,-25,INR,-25,INR,Lassi
26/02/2026,Cash,Transport,-6,INR,-6,INR,Bus
26/02/2026,Cash,Food,-399,INR,-399,INR,Groccery
26/02/2026,Cash,Food,-54,INR,-54,INR,Milk n curd
27/02/2026,Cash,Bills,"-3,471",INR,"-3,471",INR,Credit card bill payment
27/02/2026,Cash,Eating out,-15,INR,-15,INR,Tea
27/02/2026,Cash,Parents Travel,-977,INR,-977,INR,Parents travel
27/02/2026,Cash,Parents groccery,-670,INR,-670,INR,Groccery
27/02/2026,Cash,Parents groccery,-70,INR,-70,INR,Eatery
27/02/2026,Cash,Dad's expenses,-260,INR,-260,INR,Misc
27/02/2026,Cash,Parents kaanike,-500,INR,-500,INR,Hindu samaagama
27/02/2026,Cash,Gifts,-300,INR,-300,INR,Karthika pooje difference
